Name,Department,Rating,Would Take Again,Level of Difficulty
Gawain Weaver,Library & Information Science,5.0,100%,3.5
Andrew Wood,Communication,4.7,94%,2.7
David Lorechestor,Library Information Science,2.0,0%,3
Frank Tyler Gidney,Communication,5.0,100%,1.7
Frank Gidney,Communication,5.0,100%,3
Scott Laczko,Communication Studies,4.5,100%,3
Nancy Goldman,Library Science,3.0,0%,3
Pranesh Neelakrishnan,Electrical Engineering,5.0,100%,4.5
Sabine Rech,Biology,3.3,34%,3.1
Sithu Aung,Computer Engineering,3.9,47%,2.8
Cesar Contreras,Chemistry,1.5,0%,4
Anat Balint,Mass Communications,1.0,0%,4.5
Terry Trumbull,Environmental Studies,3.8,84%,3
Steve Nava,Sociology,3.8,40%,2.8
Mary McVey,Education,3.4,28%,3.5
Wei Yuan,Business,2.5,0%,4
Rebekah Sidman-Taveau,Linguistics & Language Dev.,4.8,100%,2.4
Elizabeth Consavari,Art History,2.4,24%,4
Elizabeth Capener,Accounting Finance,2.1,24%,4.3
Farzad Taiedi,Physics,3.1,28%,3.6
Punit Sundar,Computer Science,5.0,100%,2
Mandana Mohsenzadegan,English & Comparative Lit.,4.8,100%,2.1
Eric Naverson,History,5.0,100%,1.3
Jose Auginaga,Library & Information Science,5.0,100%,2
Carlos Mujal,English,3.7,81%,1.8
Frances Edwards,Political Science,2.9,50%,3.4
Vincent Favilla,Psychology,4.4,78%,1.7
Fernando Vargas-Chavez,Mathematics,4.8,100%,2.2
Michael Williams,Accounting,1.3,0%,4.7
Amber Kerr,Environmental Studies,3.5,50%,4
John Loomis,Art & Design,2.0,24%,3.4
Diane Lee,Art & Design,4.0,67%,3.8
Youlanda Vantrees,Health Science,4.0,100%,2
Peter Chua,Sociology,3.1,45%,3
Rosanne Macek,Library Information Science,4.0,67%,3.3
Harmandeep Gill,Computer Science,5.0,100%,2.3
Michele Santamaria,Italian,1.6,0%,3
Victor Maraschin,Chemistry,5.0,0%,5
Kathleen O'Brien,Computer Science,3.1,59%,2.7
Ted Butryn,Physical Ed,4.3,67%,2.9
Cordelia Carlisle,Mathematics,2.1,19%,4.6
Steven Crunk,Mathematics,3.8,70%,3.4
Joseph Stenberg,Philosophy,5.0,100%,3.7
Nicole Jackson,Business,3.7,67%,4
Paul Lombardi,Economics,5.0,100%,2
Michelle Lagana,Physics,5.0,100%,3
Buddy Butler,Theater,3.1,60%,1.3
Chandrasekar Vuppalapati,Computer Engineering,3.3,50%,3.1
Navin Chugh,Business,2.6,37%,3.7
Lucia Capdevila,Engineering,3.0,100%,4
Christopher Hebert,Justice Studies,2.6,34%,2.9
Ali Saeidi Ashtiyani,Aviation & Technology,3.5,50%,4
Estefany Sosa,Spanish,2.0,0%,4
Leslie Albert,Business,4.3,73%,2.8
Gordon Haramaki,Music,4.3,100%,2.5
Diane Guerazzi,Journalism,3.0,40%,3.1
Clare Sandy,Linguistics & Language Dev.,5.0,100%,2.5
Gerson Morales,Spanish,4.8,100%,2.2
Christie Koontz,Library & Information Science,5.0,100%,3
Terry O'Donnell-Johnson,Education,3.6,50%,3.1
Tom Means,Economics,2.6,67%,3.5
Halil Yenigun,Political Science,3.5,25%,2.5
Joshua Troncoso,Chicano Studies,4.0,0%,3
Dan McClure,Physical Ed,4.6,86%,1.7
John Cleveland,Business,3.1,75%,3.4
Mohamed Badawy,Electrical Engineering,3.5,75%,3.3
Chatterjee Tridha,Writing,4.5,50%,3
Julia Dunn,English & Comparative Lit.,4.0,67%,3.3
Melissa Martin-Mollard,Social Work,2.9,100%,3.6
Yasue Kodama,Japanese,4.9,67%,2.3
Faranak Memarzadeh,Hospitality,5.0,100%,1.5
Bryan Lind,Art & Design,5.0,100%,4
Julieanne Jones,Health Science,4.9,100%,1.4
Bethanny Shifflett,Physical Ed,1.5,13%,4.7
Wendy Quach,Communication Disorders,2.7,17%,3
Tridha Chatterjee,Writing,4.0,65%,3.2
Anna Shaverdian,Computer Science,3.8,67%,2.3
Matthew Leineweber,Engineering,3.3,63%,4.1
Richard Kubelka,Mathematics,3.0,14%,3.9
Maria Otero-Boisvert,Library amp Information Science,4.0,67%,3.7
Alyssa Petty,English amp Comparative Lit.,3.0,50%,2
Manizheh Zand,Engineering,3.8,85%,3.2
Cheryl Stenstrom,Library & Information Science,4.4,100%,3
Christopher Cherney,Health Science,4.8,97%,2.2
Alberto Rascon,Chemistry,3.0,29%,4.1
Ruma Chopra,History,2.8,50%,3.5
Glen Thomas,Social Work,4.4,100%,2.2
Ludwig Mayer~11/4/12,Chemistry,2.8,100%,3.2
Joseph Pesek,Chemistry,3.0,34%,3.2
William Spain,Recreation,4.0,84%,2.6
Yvonne Williams,Photography,4.2,100%,2.9
Derrick Lao,Mechanical Engineering,4.2,80%,2.4
Peter Ho,Physics,5.0,100%,1.8
Shaum Bhagat,Communication Disorders,3.7,67%,3
Alyssa Cortez,Philosophy,5.0,100%,1.5
Matthew Beristianos,Psychology,4.0,80%,2.6
Maliheh Vafai,Linguistics & Language Dev.,4.3,100%,2.7
Rick Webb,Communication,4.5,100%,1.9
Federico Varona,Communication,3.5,86%,2.4
Scott L. Walter,Library Science,3.6,67%,3.1
David Tran,Biology,1.7,100%,3
Anna Strong,Mathematics,4.1,75%,2.5
Tabitha Hart,Communication Studies,3.2,40%,3.6
Laurina Lanham,Communication,4.9,100%,2
Lionel Cheruzel,Chemistry,3.9,75%,3.8
Jessica Salazar,English amp Comparative Lit.,5.0,100%,2
Michelle Ruban,Kinesiology,3.7,47%,2.4
Elizabeth Briggs,Art & Design,3.6,60%,3
Liat Rosenfeld,Chemical Engineering,4.3,100%,3.7
Terry Powers,Art & Design,5.0,100%,3
Anne Marie Todd,Communication,4.0,67%,3.3
Thanh Ngoc LE,Chemistry,4.6,100%,3
Katharine Olson,History,4.4,86%,2.3
Alex Yamato,History,3.6,63%,2.4
Richard Pfiefer,Mathematics,4.7,87%,1.9
Shannon Bros,Biology,4.3,100%,2.7
Matt Walton,Business,2.0,0%,5
Claire Hollenbeck,Nutrition & Foods,3.0,0%,1
Tim Fish,Mathematics,4.8,100%,2
Jada Patchigondla,English Comparative Lit.,3.4,72%,2.9
John Hessler,Business Communications,4.3,43%,2.5
Rakesh Ranjan,Computer Engineering,2.8,25%,3
Misael Calleja Alonzo,Philosophy,5.0,100%,2
Judith Randle,Justice Studies,3.9,58%,3.3
Thomas Madura,Physics,4.9,100%,2.7
Joy Foster,Child Development,4.5,100%,2
Rita Hitching,Mathematics,1.0,0%,4.7
Michael Sneary,Biology,3.1,0%,4.3
Diana Selinas,Communication,4.5,100%,2.5
Catherine Liu,Meteorology,5.0,100%,2.5
Marie Highby,English & Comparative Lit.,2.7,34%,3.7
Junko Griffith,Kinesiology,5.0,100%,2
Chanh Cong Phan,Philosophy,2.5,36%,2.6
Donna Bee-Gates,Psychology,4.8,100%,2.6
Marie Norman,Business,2.6,30%,4.1
Lauren Oliver,Communication,5.0,100%,3
Rayna Friendly,Child Development,3.0,54%,3.2
Annabel Prins,Psychology,4.5,50%,2.9
Ann Nguyen,Recreation,1.0,0%,4.8
Emmanuel Estrada,Mathematics,4.1,72%,2.3
Jason Adkins,Art & Design,4.8,100%,2.1
Matthew Record,Political Science,4.7,100%,2.9
Meghan Hildebrand,Music,3.0,50%,4
Monica Lopez,English & Comparative Lit.,5.0,100%,2
Marcelle Dougan,Health Science,2.7,45%,3.4
Lisa Daulby,Library & Information Science,3.3,50%,3
Ellen Middaugh,Child Development,4.6,100%,2.6
Jesus Angulo,Social Science,4.0,100%,2.3
Margo McBane,History,3.5,42%,3
Edward Webber,Business,2.7,25%,4
Oluchi Nwokocha,Theater,5.0,100%,1
Christine Disalvo,Business Communications,3.0,0%,1
Chester Simocko,Chemistry,2.2,28%,4.2
JJ Hannigan,Kinesiology,4.7,100%,3
Travis Boyce,African-American Studies,4.0,100%,2
Brandi Peña Garcia,Communication Studies,4.3,84%,1.7
Ali Arsanjani,Computer Science,4.3,95%,3.7
David Hover,Business,4.5,100%,2.7
McCollum Marcella,Communication Disorders,4.1,100%,3.2
Amanda Kolstad,English & Comparative Lit.,4.7,100%,2
Themis Pantos,Accounting,3.6,100%,3
Pablo Furman,Music,3.2,50%,4.1
Angela Deguzman,Biology,5.0,100%,3
Jessilyn Froelich,Psychology,4.6,80%,2
Cynthia Baroody-Hart,Justice Studies,2.2,100%,3.6
Linda Dunn-Jensen,Business,4.4,82%,1.2
Jeffery Cavallaro,Mathematics,2.9,53%,4.1
Dan Nathan-Roberts,Industrial Engineering,2.8,50%,3.5
Lance Crannell,Art & Design,4.0,50%,2.5
Ronald Schirle,Accounting,4.5,100%,3
Chris Navarrete,Computer Engineering,1.0,0%,1
Lucas Wang,Communication,3.0,50%,3.5
Jan Thompson,Art History,3.5,73%,3.3
John Pearce,Computer Science,3.0,50%,4
Kedar Hardikar,Mechanical Engineering,2.0,0%,4.3
Tony Andre,Industrial Engineering,2.9,50%,3.7
Brent Duckor,Secondary Education,4.4,88%,3.3
Keith Perry,Computer Engineering,3.8,75%,3.5
Benedikt Harrer,Physics,4.1,63%,2.3
Matthew Holian,Economics,3.4,34%,3
Jennifer Hopwood,Library & Information Science,2.3,67%,2
Valerie Colston,Library & Information Science,5.0,100%,3
Hyeran Jeon,Computer Engineering,4.2,74%,3.4
Dan Goldston,Mathematics,4.4,100%,1.6
Christopher Burkett,Social Work,5.0,100%,2
Charis Stiles,Social Work,5.0,100%,3
Ningkun Wang,Chemistry,5.0,100%,4
Ho Kuen Ng,Mathematics,4.3,77%,3.1
Olivia Lee,English & Comparative Lit.,5.0,84%,2.3
Katelynn Thompson,Kinesiology,5.0,100%,2
Jalil Kamali,Electrical Engineering,3.5,50%,3.8
Laimi Cong-Huyen,Mathematics,2.3,10%,3.7
Dylan ArceJaeger,Mathematics,4.6,75%,2.4
Baruch Saeed,Industrial Engineering,4.0,100%,3
Hans Schmidtt,Kinesiology,3.0,0%,1
Edwin Sams,English & Comparative Lit.,2.5,43%,4.2
Charley Abboud,Engineering,4.0,100%,2.4
Tri Caohuu,Electrical Engineering,1.3,17%,4.4
Brandon White,Biology,2.8,34%,3.6
Nicole Okamoto,Mechanical Engineering,4.4,75%,2.9
Adina Polmanteer,Business,5.0,100%,4.5
Alicia Casas,Communication,4.3,75%,1.8
Nanette Clinch,Business,3.5,26%,3.1
Ken Fowler,Accounting & Finance,3.8,27%,3
Balance Chow,English,2.2,15%,2.4
John Gash,Computer Engineering,4.0,50%,2.9
Shih Chang,Computer Engineering,5.0,100%,3
Jose Rojas,Computer Engineering,4.0,100%,3
Robert Fowler,Biology,3.7,63%,2.6
Joanne Kerr,Biology,4.7,95%,2.4
Soma Bourbon,Asian American Studies,4.3,92%,2.3
Allison Rothman,Library & Information Science,3.0,100%,4
Alexander Koppel,Music,4.5,100%,2
Bradley Stone,Chemistry,1.5,0%,5
Bapiraju Vinnakota,Computer Engineering,3.4,40%,3.2
Terris Becker,Mathematics,5.0,100%,1.5
Nicholas Crawford,Mathematics,5.0,100%,2
Jennifer Anderson,Anthropology,4.5,57%,1.5
Meghna Virick,Business,3.8,0%,2.8
John Linford,Economics,3.3,54%,4.6
Michael Harvey,Health Science,4.7,100%,1.5
Araceli Garibay,Physics,1.3,0%,3.7
Sudha Kaul,Child Development,3.7,34%,2.9
Jane Pham,Health Science,4.6,100%,2.1
Carlo Castuciano,Health Science,3.7,71%,3.7
Joanna Fanos,Psychology,4.2,34%,1.9
Daniel Haley,English,3.5,25%,3.2
David Dodick,Linguistics & Language Dev.,4.8,100%,2.3
Roshni Shah,Health Science,4.7,100%,3.3
Nicholas Esker,Chemistry,4.0,100%,4
Rachel Raimist,"Radio, TV & Film",5.0,100%,2
Chris DiSalvo,Communication,3.3,100%,1.6
Allyson Gomez,Business,3.8,80%,3
Golandam Tahmooresizadeh,Photography,5.0,100%,3
Cassandra Paul,Physics,3.9,100%,3.7
Reginald Murray,Business,3.4,60%,3.3
Mariah Patterson,Business,5.0,100%,1.8
Sang Shim,Computer Engineering,3.2,0%,3.4
Craig Clements,Meteorology,4.5,100%,2.3
Agatha Kuczera,Communication Studies,4.5,100%,4
Kamran Turkoglu,Aerospace Studies,3.2,50%,4.5
Hans Schmitt,Kinesiology,2.0,0%,2
Karen English,English,3.1,40%,3.9
Rina Katzen,Foreign Languages,5.0,100%,2
Tyler Gidney,Communication,5.0,100%,2
Steven Domingo,English amp Comparative Lit.,4.8,100%,1.8
Elizabeth Walsh,Meteorology,4.9,100%,2
Rowena Koh,Library Information Science,3.8,75%,4.2
Hasan Abuzaina,Computer Engineering,1.7,17%,3.3
Lori A. Lindberg,Library Science,3.2,25%,3.2
Stacey Knapp,English,4.0,80%,3.1
Mike Jerbic,Economics,3.7,50%,3.7
Wendy Thowdis,Geography,2.6,0%,3.5
Scott Fosdick,Journalism,3.8,100%,1.9
James Creed,Physics,1.3,15%,3.4
Kanianthra Chandy,Business,5.0,100%,2.5
Patrick Jurney,Engineering,5.0,100%,4
Howard Combs,Marketing,3.2,9%,3.3
Evelyn Thorne,Child Development,3.0,34%,2
Kim Komenich,Mass Communications,3.0,100%,2.6
Sak Onkvisit,Business,2.5,29%,3.4
Shabeena Ahmed,Mathematics,1.6,0%,3.6
Davood Abdollahian,Mechanical Engineering,2.6,40%,4.4
Melinda Jackson,Political Science,4.6,100%,2
Raji Lukkoor,Civil Engineering,3.3,55%,2.1
Richard Steingart,Accounting,4.2,72%,2.9
Matthew Kapell,Writing,5.0,100%,3
Christine Foster,Industrial Engineering,5.0,100%,4
David Ralston,Environmental Studies,5.0,100%,2
Carson Riche,Chemical Engineering,2.0,0%,4
Peter Pelkey,Economics,4.3,100%,2
Tatiana Shubin,Mathematics,3.7,91%,3.2
Terry Cunniff,Art & Design,3.3,100%,3.7
Maryam Hasan,Computer Science,3.0,0%,4
Ju Song,Business,4.4,86%,1.3
Candace Low,Biology,4.3,91%,2.2
Anita Schaack,Communication Disorders,5.0,100%,2.1
Shelvey Tajii,Social Work,5.0,100%,2
Dore Bowen,Art History,3.9,60%,2.1
Talia Adry,English & Comparative Lit.,4.5,100%,2.5
Christopher Lancaster,Communication,4.5,100%,1.5
George Fogle,Social Work,3.7,67%,3.3
Donald Hung,Computer Engineering,3.9,50%,2.7
Yuval Vardi,Mathematics,5.0,100%,2.8
Nilay Kuyel,Child Development,3.0,100%,3
Sue Alman,Library Information Science,1.8,0%,4
Kristina Hollander,Kinesiology,5.0,100%,2
Eric Sills,Justice Studies,4.7,100%,1.3
Lou Ann Trost,Religious Studies,3.7,34%,2.3
Cristina Cristina Carrillo,Kinesiology,4.6,86%,1.4
Robert Rucker,Journalism,3.8,100%,2.8
Robert Boyd,Library & Information Science,3.9,78%,3.2
Annie Rubin,Nutrition amp Foods,4.8,100%,2.8
Christopher White,Physics,5.0,100%,3
Samantha Wallace,Sociology,1.0,0%,5
Steven Pocoroba,Accounting,5.0,100%,3
Tyler Spence,Aviation,3.8,75%,3.2
Daniel Cao,Health Science,5.0,100%,2.7
Roy Blitzer,Business,4.1,50%,2.5
Fabrizio Vergine,Aerospace Studies,3.4,60%,4.4
Lissette Moore-Guerra,Social Work,3.2,50%,2.6
Kathleen Haven,English,4.7,100%,1.9
Raphael Arar,Art & Design,5.0,100%,3
Barbara Pence,Mathematics,2.5,0%,3
Ymer Bjornson,Biology,5.0,100%,2.5
Caroline Riley,Art History,4.3,84%,3.7
Jennifer Menjivar-Baumann,Child Development,4.0,100%,3
David Anastasiu C,Computer Engineering,4.4,85%,3.9
M-C Ingerson,Business,4.5,79%,3
Qian Tan,Meteorology,2.0,0%,3
Daniel Goldston,Mathematics,5.0,100%,2
Shelly Buchanan,Library Information Science,4.7,84%,3.5
Pat Rogers,Mathematics,4.0,67%,2
Debbie Weissmann,Library Information Science,3.6,58%,2.9
Ann Reisenauer,Nutrition & Foods,4.7,50%,1.5
Joshua Brahinsky,American Studies,4.7,100%,3.3
June Oberdorfer,Geology,2.5,40%,3.7
Mallory McWilliams,Accounting & Finance,2.9,64%,3.8
Georgia Saratsiotis,English,4.5,100%,1.5
Michael Gerson,Kinesiology,5.0,100%,2
Josh Cembellin,English & Comparative Lit.,4.8,100%,2.4
Andrew Van Wey,English amp Comparative Lit.,5.0,100%,3.5
Shaveta Verma,Economics,1.0,0%,5
Tai-Ran Hsu,Mechanical Engineering,1.5,0%,3
Roger Karlsson,Psychology,3.7,100%,4.5
Kristine Santaniello,Accounting & Finance,4.0,100%,3.5
Richard Kos,Urban & Regional Planning,3.0,50%,3.5
Ed Sams,English,4.0,100%,2.8
Rachel O'Malley,Environmental Studies,3.8,100%,3.3
Sheldon Borenstein,Art & Design,4.1,67%,2.7
Jennifer Rycenga,Humanities,4.4,84%,2.9
Tova Cooper,Humanities,3.5,62%,2.7
Zecheria Deges,Kinesiology,3.1,39%,2.2
Timothy Manansala,Physics,4.0,100%,2
Christie McCullen,English amp Comparative Lit.,4.0,100%,2
Jae-Ho Pyeon,Civil Engineering,3.2,100%,3.1
Angela Noelle Brada-Williams,English,3.0,34%,3.6
Liridona Leti,Chemistry,5.0,100%,3
Cay Horstmann,Computer Science,3.0,20%,3.9
Michelle Bundros,Biology,1.0,0%,1
Susan Murray,Sociology,3.8,84%,2.9
Andres Rodriguez,Ethnic Studies,5.0,100%,2
Ben Alexander,Library amp Information Science,1.0,0%,5
Rameshwar Singh,Civil Engineering,2.5,67%,4.1
Brett Hartbeck,Computer Engineering,4.8,88%,2.3
Ted Grudin,Environmental Studies,5.0,100%,1.7
Dan Holley,Biology,2.6,100%,4.1
Emre Uludemir,Computer Engineering,3.5,50%,3
Jason Wozniak,Humanities,5.0,100%,3.5
Anthony Korsund,Philosophy,4.9,100%,2.7
Jun Sun,Computer Engineering,3.5,100%,3.5
Vince Montes,Sociology,3.4,67%,3.4
Ryan Carrington,Art & Design,3.5,0%,2.7
Oscar David,Kinesiology,4.9,100%,1.2
Nicholas Cazet,Mathematics,5.0,100%,1
Christiane Cabreros,Chemistry,4.0,100%,2
Grace Sumabat-Estrada,Child Development,4.7,100%,3.8
Ellen James-Penney,English Comparative Lit.,3.7,64%,4
Ryan Scott,Biology,4.8,100%,3.4
Tabia Shawel,African-American Studies,5.0,100%,4
Charles Zhang,Computer Engineering,2.8,38%,3.7
Brad Jackson,Mathematics,3.3,100%,3
Peter Verbica,Economics,4.8,100%,2.4
Linda Sweeney,Nutrition & Foods,4.8,100%,1.7
Ardeshir Golpayegani,Materials Engineering,2.0,25%,4
Annette Stahlnecker,Social Work,5.0,100%,2.3
Cheryl Van,Business,4.5,100%,2
Kristin Archdeacon,Social Work,4.0,50%,4
Sanjay Kalliat,Chemistry,5.0,100%,1
Altovise Rogers,Psychology,4.3,90%,2.5
Kathy Bruga,Physical Ed,4.3,50%,1.3
Louise Buckingham,Justice Studies,4.6,100%,1.4
Brennen McKenzie,Biology,1.0,0%,4
Vicky Collom,Aviation,4.0,100%,2
Rick Partridge,Business,4.5,84%,2
Mo Han,Kinesiology,3.7,100%,3.1
Africa Hands,Library amp Information Science,3.0,25%,4.5
Tom Brown,Aviation & Technology,4.5,0%,2.8
Ky Russell,Kinesiology,4.6,100%,1.8
Christian La,Psychology,3.0,25%,4.2
Birsen Sirkeci,Electrical Engineering,4.6,100%,3.3
Phoebe Marco-Roddewig,Mathematics,4.3,100%,2
Mark Altin,"Radio, TV & Film",1.0,0%,5
Christy Junkerman,Art History,4.5,100%,3
Gregory Cotton,Library Science,2.6,0%,4
Gaius Stern,History,2.8,34%,4.1
Constance Hill,Nursing,5.0,100%,3
Christopher Garrecht-Williams,English amp Comparative Lit.,4.7,84%,2.7
John Perumattam,Chemistry,4.6,100%,3.2
Chris Hagar,Library Information Science,4.5,100%,3
Abdollah Sanei,Technology,2.0,0%,4
Leroy Parker,Art & Design,3.3,0%,2.9
Natalie Montes,Spanish,5.0,100%,2.5
Anand Ramasubramanian,Chemical Engineering,3.0,50%,3.5
Colin Phillips,Geology,3.0,50%,4
Steve Bennet,Business,3.1,100%,3.5
Juneseok Lee,Civil Engineering,4.4,0%,2.7
Jeong Kim,Design,5.0,100%,2
Shinchieh Duh,Psychology,3.9,67%,2.7
Patty Wong,Library Science,3.3,25%,2.8
Khai Lee,Mathematics,3.0,67%,1
Alvin Thompson,Art & Design,4.0,84%,2
Amelia Stillwell,Organization Management,4.8,100%,2.5
Catherine Dorais,Linguistics & Language Dev.,3.0,67%,3.2
Arthur Eiserloh,Meteorology,2.8,29%,2.8
Nancy Silva,Business,3.7,67%,3
Tamar Brand-Perez,Kinesiology,2.0,0%,4
Lisa Arieta,Social Work,4.8,100%,2.2
Jennifer Hubbs,Social Work,4.8,100%,2
Scott Bradfield,English & Comparative Lit.,1.5,0%,4
Janelle Melvin,Engineering,2.8,50%,2.6
Lizeth Cruz,Spanish,2.0,0%,4
Alana Nguyen,Biology,4.9,100%,4.1
Amber Colbert,Justice Studies,4.8,100%,2.8
Richard Bagley,Meteorology,3.3,50%,2.7
Maurice Stanley,Mathematics,3.1,17%,4
Travis Barton,Mathematics,2.0,25%,4.3
Jesus Camarena,Mathematics,3.0,34%,3
Stephen E. Branz,Chemistry,3.1,0%,4.8
Colleen Theisen,Library amp Information Science,5.0,100%,3
Michelle Chau,Chemistry,3.5,100%,3
Alexey Semenov,Business,2.5,43%,4.1
Matthew Sayre,Not Specified,4.5,100%,2.7
Janell Payne,Communication Studies,4.6,100%,2
Emese Bari,Computer Engineering,5.0,100%,4
Alison Ohringer,Health Science,2.0,0%,3
Davon Mukhar,Aerospace Studies,3.5,50%,3
Tony Nguyen,Philosophy,4.0,60%,2.6
Milene Monteiro,Communication Studies,4.4,100%,1.8
Christine Vines,English amp Comparative Lit.,4.0,100%,2
Monica Peck,Communication,4.6,100%,2.5
Bryan Burlingame,Computer Science,4.5,75%,2.3
Dennis Omanoff,Business,4.0,100%,4
Aikaterini Potika,Computer Engineering,4.0,34%,2.4
Susan Shillinglaw,English,3.6,50%,3.5
Beth Von Till,Communication,3.5,34%,2.5
Riad Nada,Engineering,2.4,40%,3.8
Belle Wei,Engineering,1.0,0%,5
William Greenwood,Civil Engineering,4.8,100%,2.5
Marek Smoszna,Computer Engineering,3.4,40%,2
Nicole Justin,English amp Comparative Lit.,5.0,100%,2
Tamar Semerjian,Kinesiology,3.1,75%,4.2
Patricio Munoz-Hernandez,Philosophy,5.0,100%,2.3
Mark Atlin,Radio TV amp Film,2.0,0%,3
Jim McCabe,Health Science,4.3,100%,1.7
Vernon Andrews,Kinesiology,3.0,100%,2.9
Dennis Gharajelu,Linguistics amp Language Dev.,3.5,67%,3.4
Amy Young,Music,5.0,100%,4
Elizabeth Gross,Mathematics,3.9,0%,2.6
Todd Sauke,Physics,2.5,28%,3.4
Jim LeFever,"Radio, TV & Film",3.1,100%,3.2
angelina huynh,Chemistry,4.0,100%,2
Sofia Arias-Cuevas,Child Development,2.0,0%,2
Lui Lam,Physics,2.2,43%,2.9
Pedro Santacruz,Electrical Engineering,4.7,93%,2.9
Kelly Harrison,English,3.8,25%,2.8
Rosemarie Pacitto,Kinesiology,5.0,100%,1
Frank Jones,Accounting,4.0,56%,3.1
Alexi Karavokiris,Art & Design,2.0,0%,3
Thomas Hilderbrand,Computer Science,3.0,100%,4.5
Janene Perez,Child Development,3.0,50%,3.2
Maria Fusaro,Child Development,3.3,38%,3.3
Joris Komen,Art Design,3.5,67%,4.1
Sal Effati,Engineering,4.0,100%,4
Frank Barry,Physical Ed,4.2,100%,1.9
Mauricio Rodriguez,Music,1.3,34%,4.7
Francesca Favaro,Aviation,4.0,75%,4
Dan Neil,Aviation,5.0,100%,1.5
Frank Cervone,Library Information Science,2.8,40%,4
Ryan Soohoo,Aviation,4.7,100%,3
Alireza Mounesisohi,Mechanical Engineering,4.6,100%,2.6
Jack Wall,Social Work,1.5,0%,2
Art Davis,Electrical Engineering,2.9,50%,4
Carlo Espinosa,Aviation,5.0,100%,4
Michael Gorman,Social Work,1.5,0%,3
Carolyn Nealis,Nutrition & Foods,1.0,0%,2
Patricia Albers,Art History,3.6,50%,3.4
Eric Crabill,Electrical Engineering,4.9,100%,2.8
Mark Curiel,Mathematics,3.0,0%,3.5
Daniele Hendel De Lao,English,3.7,100%,2.7
Peter Reischl,Electrical Engineering,3.2,100%,2.9
Blake Escudier,Marketing,4.7,100%,2.3
Khaled Mabrouk,Industrial Engineering,1.7,0%,3
Matthew Mathias,Communication Studies,4.3,60%,2.6
Wilbert Cason,Counselor Education,1.0,0%,5
Nicole Dubus,Social Work,5.0,100%,2
Barry Goldman-Hall,Social Work,5.0,100%,1
Chris Hagie,Secondary Education,4.5,100%,1.8
David Mesher,English,3.2,50%,3.2
Adrianne Widaman,Nutrition amp Foods,3.3,67%,3
Anastasiya Pryvarnikova,Mathematics,4.3,84%,2.2
Mary Ellen Sloane,Library & Information Science,4.5,100%,3
Angus Yeung,Computer Science,3.0,43%,3.8
Scott Pierson,Music,4.3,100%,2.6
Sanket Tavarageri,Computer Engineering,2.3,17%,2.5
Sooseok Oh,Electrical Engineering,3.0,100%,1
Scott Yelich,Aviation,4.9,100%,3
Nael Alami,Child Development,3.5,67%,3.3
Patricia Hill,History,4.1,50%,3.3
Raymond Yee,Mechanical Engineering,2.8,0%,3.8
Mae Conroy,Social Work,5.0,100%,4
Michael Locher,Theater,4.5,50%,2
Andrew Khazanovsky,Philosophy,1.0,0%,3
Shelley Cargill,Biology,2.9,50%,4.5
Syria Rhodes,Kinesiology,4.0,100%,3
Staci Gunner,Business,4.0,67%,2.1
Elizabeth Pollom,Chemistry,4.0,64%,3.4
Kelly Glass,Communication,4.4,100%,2
Hemendra Shah,Physics,1.7,60%,3.8
Natasha Molony,Counselor Education,3.5,64%,3.1
Magdalena Barrera,Hispanic Studies,4.8,100%,2.1
Charles Foster,Engineering,4.0,100%,3
Thomas Orf,Geography,3.2,38%,3
Hasaan Rauf,Chemistry,5.0,100%,2.7
Nima Ardestani,Physics,5.0,100%,2
Laurie Drabble,Social Work,5.0,100%,4
Neha Gupta,Materials Engineering,5.0,100%,4
Judi Morrill,Nutrition & Foods,4.0,34%,2.5
Dominique Lomuljo,Dance,4.3,84%,2.7
Joshua Marx,Theater,4.5,100%,2.5
James Casaletto,Computer Science,4.7,100%,2.7
Sadhna Diwan,Social Work,4.4,100%,3.4
Monika Kress,Physics,3.0,31%,3.3
Ken Vanbik,Linguistics,4.3,100%,1.5
Levy Zamora,Communication Studies,5.0,100%,2
Ewelina Lucow,Electrical Engineering,2.5,0%,4
Soma Sen,Social Work,4.1,67%,3.3
Hyun-a Song,Social Work,4.0,100%,3
Jennifer Jackson,Social Work,5.0,100%,1
Manfred Cantow,Materials Engineering,3.0,100%,2.1
Anu Vuorikoski-Bullis,Business,1.9,24%,4
Michael Robinson,Computer Engineering,1.9,67%,4.2
Eric Lan,Computer Engineering,5.0,100%,2
Jennifer Madigan,Special Education,3.8,100%,2.6
Colette Rabin,Education,4.3,75%,3.8
Tommy Lott,Philosophy,2.5,67%,4.1
Taeho Park,Business,3.2,50%,2.6
Akshi Goyal Goyal,Biology,2.2,23%,3.1
Kimberly Piet,Communication,5.0,100%,3
Peter Nemes,Chemistry,2.6,0%,4.1
Maria Andrews,Photography,1.0,0%,5
Greg Payne,Physical Ed,3.6,75%,3.2
Dolores Mena,Counselor Education,4.4,100%,3.7
Margaux Millman,Music,4.0,67%,2.7
Brittney Cathey-Adams,Photography,4.8,100%,2.5
Gina Bacigalupi,Environmental Studies,4.1,86%,2.6
Amy Eilts,Recreation,3.3,67%,4
Matthew Johnston,Mathematics,4.3,100%,2.9
Akthem Al-Manaseer,Civil Engineering,2.7,100%,3.7
Roger Dodd,Mathematics,3.6,19%,3.1
Arnold Roberts,Hospitality,4.0,0%,3
